"","AAPL","TSLA","SPY"
"2024-11-27",234.671981811523,332.890014648438,596.8212890625
"2024-11-29",237.069351196289,345.160003662109,600.52880859375
"2024-12-02",239.326858520508,357.089996337891,601.605224609375
"2024-12-03",242.383499145508,351.420013427734,601.884216308594
"2024-12-04",242.743103027344,357.929992675781,605.621643066406
"2024-12-05",242.773071289062,369.489990234375,604.625
"2024-12-06",242.573287963867,389.220001220703,605.771179199219
"2024-12-09",246.47900390625,389.790008544922,602.651672363281
"2024-12-10",247.49787902832,400.989990234375,600.777954101562
"2024-12-11",246.219284057617,424.769989013672,605.42236328125
"2024-12-12",247.687683105469,418.100006103516,602.302856445312
"2024-12-13",247.857482910156,436.230010986328,602.183288574219
"2024-12-16",250.764282226562,463.019989013672,604.754577636719
"2024-12-17",253.201599121094,479.859985351562,602.262939453125
"2024-12-18",247.777572631836,440.130004882812,584.313415527344
"2024-12-19",249.515655517578,436.170013427734,584.133972167969
"2024-12-20",254.210510253906,421.059997558594,591.150024414062
"2024-12-23",254.989654541016,430.600006103516,594.690002441406
"2024-12-24",257.916442871094,462.279998779297,601.299987792969
"2024-12-26",258.735504150391,454.130004882812,601.340026855469
"2024-12-27",255.309295654297,431.660003662109,595.010009765625
"2024-12-30",251.92301940918,417.410003662109,588.219970703125
"2024-12-31",250.144973754883,403.839996337891,586.080017089844
"2025-01-02",243.58219909668,379.279998779297,584.640014648438
"2025-01-03",243.092727661133,410.440002441406,591.950012207031
"2025-01-06",244.730926513672,411.049987792969,595.359985351562
"2025-01-07",241.944000244141,394.359985351562,588.630004882812
"2025-01-08",242.433441162109,394.940002441406,589.489990234375
"2025-01-10",236.589874267578,394.739990234375,580.489990234375
"2025-01-13",234.142562866211,403.309997558594,581.390014648438
"2025-01-14",233.023788452148,396.359985351562,582.190002441406
"2025-01-15",237.608749389648,428.220001220703,592.780029296875
"2025-01-16",228.009307861328,413.820007324219,591.640014648438
"2025-01-17",229.727416992188,426.5,597.580017089844
"2025-01-21",222.395477294922,424.070007324219,603.049987792969
"2025-01-22",223.584167480469,415.109985351562,606.440002441406
"2025-01-23",223.414367675781,412.380004882812,609.75
"2025-01-24",222.53532409668,406.579986572266,607.969970703125
"2025-01-27",229.607543945312,397.149993896484,599.369995117188
"2025-01-28",237.998321533203,398.089996337891,604.52001953125
"2025-01-29",239.097122192383,389.100006103516,601.809997558594
"2025-01-30",237.329055786133,400.279998779297,605.039978027344
"2025-01-31",235.740814208984,404.600006103516,601.820007324219
"2025-02-03",227.759582519531,383.679992675781,597.77001953125
"2025-02-04",232.544326782227,392.209991455078,601.780029296875
"2025-02-05",232.214691162109,378.170013427734,604.219970703125
"2025-02-06",232.9638671875,374.320007324219,606.320007324219
"2025-02-07",227.380004882812,361.619995117188,600.77001953125
"2025-02-10",227.649993896484,350.730010986328,604.849975585938
"2025-02-11",232.619995117188,328.5,605.309997558594
"2025-02-12",236.869995117188,336.510009765625,603.359985351562
"2025-02-13",241.529998779297,355.940002441406,609.72998046875
"2025-02-14",244.600006103516,355.839996337891,609.700012207031
"2025-02-18",244.470001220703,354.109985351562,611.489990234375
"2025-02-19",244.869995117188,360.559997558594,612.929992675781
"2025-02-20",245.830001831055,354.399993896484,610.380004882812
"2025-02-21",245.550003051758,337.799987792969,599.940002441406
"2025-02-24",247.100006103516,330.529998779297,597.210021972656
